Query_ID	Subject_ID	%_Identity	Alignment_Length	Mismatches	Gap_Openings	Query_Start	Query_End	Subject_Start	Subject_End	E-value	Bit_Score
k141_8094941	5xylanase	33.632	223	127	11	1025	393	120	333	9.100000000000001e-21	82.4
k141_6175780	11xylanase	34.831	89	56	2	409	146	357	444	4.31e-14	58.9
k141_6175780	4RecName:	35.443	79	50	1	391	158	55	133	1.53e-11	51.2
k141_85666	9xylanase	38.0	200	113	2	3	584	132	326	6.28e-49	153.0
k141_85666	11xylanase	39.785	186	101	5	42	584	494	673	7.91e-38	128.0
k141_85666	6xylanase	30.047	213	116	3	39	590	195	403	1.1500000000000002e-27	98.6
k141_85666	1xylanase	30.0	210	118	3	39	590	199	405	1.43e-26	95.5
k141_85666	3xylanase	30.964	197	118	4	39	590	199	390	7.77e-26	93.2
k141_85666	4RecName:	34.356	163	102	2	39	524	195	353	1.3999999999999999e-24	90.1
k141_85666	5xylanase	31.937	191	99	8	42	581	159	329	3.61e-20	77.4
k141_8737170	4RecName:	36.585	82	42	1	65	310	45	116	5.58e-15	58.9
k141_8737170	6xylanase	36.145	83	43	1	56	304	42	114	1.83e-14	57.8
k141_8737170	1xylanase	41.975	81	34	3	71	310	52	120	1.14e-13	55.5
k141_3931542	9xylanase	41.935	62	36	0	317	132	270	331	1.01e-16	65.1
k141_3931542	11xylanase	42.623	61	33	1	317	135	619	677	3.04e-12	52.8
k141_85896	10xylanase	32.195	410	236	15	4692	5825	585	984	1.11e-51	189.0
k141_85896	11xylanase	30.502	259	151	9	4692	5417	352	598	9.18e-21	89.4
k141_8414379	7xylanase	45.86	157	76	5	305	763	37	188	3.85e-44	144.0
k141_8414379	2xylanase	42.105	171	78	6	272	760	15	172	4.12e-37	121.0
k141_8414379	8xylanase	37.349	166	89	5	266	760	22	173	4.11e-29	103.0
k141_9055528	3xylanase	35.676	185	89	8	672	190	212	390	6.75e-28	99.8
k141_9055528	9xylanase	33.333	186	98	7	684	181	154	331	7.980000000000001e-27	95.9
k141_9055528	1xylanase	33.0	200	89	8	672	190	212	405	6.78e-26	94.4
k141_9055528	6xylanase	30.348	201	95	5	672	190	208	403	1.31e-25	93.6
k141_9055528	4RecName:	30.348	201	95	5	672	190	208	403	3.63e-25	92.4
k141_9055528	11xylanase	32.768	177	96	7	672	190	506	675	1.06e-23	89.0
k141_9055528	5xylanase	31.361	169	103	6	675	190	170	332	1.43e-15	64.7
k141_9055528	10xylanase	30.488	164	90	7	660	202	735	885	4.79e-11	51.6
k141_3931775	1xylanase	31.613	155	91	6	130	585	210	352	3.2e-12	57.4
k141_3931775	4RecName:	33.01	103	58	3	130	438	206	297	1.53e-10	52.4
k141_3931775	6xylanase	33.01	103	58	3	130	438	206	297	3.38e-10	51.2
k141_5854442	4RecName:	38.71	62	38	0	32	217	69	130	4.42e-11	50.4
k141_1368598	6xylanase	33.621	116	66	3	1513	1166	211	315	9.1e-13	59.3
k141_1368598	4RecName:	31.081	148	87	5	1513	1082	211	347	3.48e-12	57.4
k141_1368598	3xylanase	31.544	149	86	6	1513	1082	215	352	9.06e-12	56.2
k141_1368598	1xylanase	31.757	148	85	6	1510	1082	216	352	9.61e-12	56.2
k141_5854466	9xylanase	51.765	85	37	1	1	255	102	182	2.09e-26	89.4
k141_5854466	11xylanase	51.19	84	35	2	1	249	451	529	1.62e-23	82.8
k141_5854466	4RecName:	45.122	82	38	2	7	249	157	232	1.3e-17	65.9
k141_5854466	3xylanase	45.122	82	38	2	7	249	161	236	1.56e-17	65.5
k141_5854466	6xylanase	45.122	82	38	2	7	249	157	232	1.67e-17	65.5
k141_5854466	1xylanase	43.902	82	39	2	7	249	161	236	5.72e-17	63.9
k141_5854466	5xylanase	41.892	74	37	1	28	249	127	194	1.98e-15	59.7
k141_8414726	9xylanase	30.986	142	75	6	397	11	86	217	6.15e-13	54.3
k141_8414726	1xylanase	34.146	123	69	5	361	14	160	277	1.62e-12	53.1
k141_8414726	3xylanase	33.065	124	71	5	364	14	159	277	1.63e-11	50.4
k141_2969690	9xylanase	43.75	128	68	2	1190	1567	14	139	9.15e-30	109.0
k141_2969690	3xylanase	44.248	113	54	3	1253	1564	83	195	1.17e-25	99.0
k141_2969690	11xylanase	39.683	126	66	3	1250	1627	385	500	1.2799999999999999e-24	97.8
k141_2969690	1xylanase	42.478	113	56	3	1253	1564	83	195	1.5999999999999999e-24	95.5
k141_2969690	4RecName:	36.486	148	80	5	1187	1591	53	199	6.2899999999999995e-24	94.0
k141_2969690	5xylanase	35.938	128	71	2	1232	1600	50	171	1.1499999999999999e-23	92.8
k141_2969690	6xylanase	34.286	140	79	3	1187	1567	53	192	4.39e-23	91.3
k141_8737796	11xylanase	44.737	152	77	3	43	495	489	634	1.2800000000000001e-37	126.0
k141_8737796	9xylanase	38.356	146	85	1	58	495	145	285	1.25e-36	120.0
k141_8737796	6xylanase	37.584	149	88	2	58	501	196	340	1.52e-25	91.3
k141_8737796	1xylanase	38.028	142	84	2	58	480	200	338	1.23e-24	89.0
k141_8737796	3xylanase	36.62	142	86	2	58	480	200	338	2.36e-24	87.8
k141_8737796	4RecName:	37.584	149	88	2	58	501	196	340	4.54e-24	87.4
k141_8737796	5xylanase	39.048	105	60	3	55	360	158	261	1.82e-15	62.8
k141_3932042	11xylanase	42.029	69	36	2	307	113	616	684	1.44e-12	53.1
k141_3932042	9xylanase	42.857	56	26	1	307	158	267	322	2.23e-12	52.4
k141_9056285	11xylanase	34.848	132	72	3	3	368	524	651	1.12e-19	73.6
k141_9056285	9xylanase	31.579	133	77	3	3	371	175	303	4e-19	71.6
k141_9056285	4RecName:	31.298	131	75	3	3	362	227	353	2.16e-16	63.9
k141_9056285	6xylanase	32.061	131	74	3	3	362	227	353	4.31e-16	63.2
k141_9056285	1xylanase	31.884	138	78	4	3	380	231	364	2.04e-15	61.2
k141_4891430	7xylanase	42.105	114	60	4	1	339	53	161	1.03e-28	97.4
k141_4891430	2xylanase	40.351	114	54	4	1	339	46	146	1.7700000000000003e-21	75.9
k141_4891430	8xylanase	39.474	114	56	4	1	339	45	146	7.02e-19	70.5
k141_4576637	7xylanase	56.281	199	84	3	779	1372	43	239	2.68e-75	231.0
k141_4576637	7xylanase	55.556	198	86	2	98	688	42	238	3.72e-71	221.0
k141_4576637	8xylanase	44.335	203	100	5	752	1354	28	219	1.87e-51	169.0
k141_4576637	8xylanase	44.444	198	100	3	89	676	31	220	1.17e-49	164.0
k141_4576637	2xylanase	43.781	201	101	6	758	1354	29	219	6.26e-48	155.0
k141_4576637	2xylanase	43.814	194	98	5	101	676	36	220	1.3699999999999999e-45	149.0
k141_6493869	4RecName:	38.571	70	38	2	14	223	203	267	8.15e-13	52.0
k141_6493869	6xylanase	38.571	70	38	2	14	223	203	267	9.44e-13	51.6
k141_7456021	9xylanase	35.593	177	94	4	521	48	151	326	9.73e-33	110.0
k141_7456021	11xylanase	30.726	179	106	5	521	36	500	677	1.2900000000000001e-26	95.5
k141_7456021	5xylanase	30.233	172	104	7	521	42	165	332	1.85e-16	65.9
k141_7456021	10xylanase	30.769	143	90	4	512	105	728	868	1.83e-11	51.6
k141_2650850	6xylanase	32.487	197	87	4	3	473	217	407	4.88e-26	94.7
k141_2650850	1xylanase	33.679	193	82	6	3	464	221	406	6.260000000000001e-26	94.4
k141_2650850	3xylanase	33.898	177	88	5	3	464	221	391	1.43e-25	93.2
k141_2650850	4RecName:	32.99	194	84	4	3	464	217	404	1.73e-25	93.2
k141_2650850	9xylanase	32.911	158	83	6	30	452	174	325	2.34e-24	89.4
k141_2650850	11xylanase	33.951	162	86	6	24	464	521	676	5.420000000000001e-21	80.9
k141_2650850	5xylanase	30.065	153	94	5	27	464	187	333	1.31e-14	62.0
k141_4891702	11xylanase	32.952	525	281	21	85	1569	194	677	7.989999999999999e-69	225.0
k141_4891702	1xylanase	33.763	388	179	12	550	1569	50	407	7.91e-59	191.0
k141_4891702	9xylanase	33.053	357	191	11	547	1566	4	329	2.99e-58	187.0
k141_4891702	3xylanase	33.78	373	184	12	550	1569	50	392	4.09e-57	186.0
k141_4891702	4RecName:	32.648	389	187	9	547	1569	44	405	5.180000000000001e-57	186.0
k141_4891702	6xylanase	31.865	386	188	9	556	1569	47	405	2.86e-55	182.0
k141_4891702	5xylanase	30.199	351	199	13	547	1569	20	334	3.29e-34	124.0
k141_5216115	9xylanase	32.812	128	68	4	376	23	122	241	4.46e-16	63.9
k141_5216115	11xylanase	31.2	125	75	4	376	23	471	591	4.49e-14	58.5
k141_5216115	1xylanase	31.496	127	76	4	385	23	176	297	1.03e-12	54.3
k141_5216115	3xylanase	32.258	124	73	4	376	23	179	297	1.24e-11	51.2
k141_5216123	11xylanase	45.794	107	46	3	321	1	415	509	6.58e-29	99.0
k141_5216123	9xylanase	38.679	106	53	2	318	1	67	160	1.37e-23	82.8
k141_5216123	4RecName:	44.186	86	37	1	318	94	109	194	1.66e-23	83.2
k141_5216123	3xylanase	44.706	85	36	2	318	97	113	197	1.02e-21	78.2
k141_5216123	1xylanase	45.882	85	35	2	318	97	113	197	1.8000000000000003e-21	77.8
k141_5216123	6xylanase	40.0	85	40	1	318	97	109	193	1.7e-20	74.7
k141_6177722	10xylanase	37.41	139	74	6	451	68	654	790	1.13e-25	91.7
k141_6177722	11xylanase	32.836	134	79	5	454	77	431	561	5.16e-12	52.4
k141_8096934	11xylanase	30.147	136	74	4	27	389	553	682	9.11e-18	68.6
k141_2970620	9xylanase	35.191	341	175	13	1046	93	8	325	2.09e-60	188.0
k141_2970620	11xylanase	38.166	338	169	12	1046	93	355	672	1.36e-58	191.0
k141_2970620	3xylanase	33.427	356	184	12	1046	84	53	390	5.580000000000001e-56	178.0
k141_2970620	1xylanase	34.87	347	181	11	1046	87	53	381	1.24e-55	177.0
k141_2970620	6xylanase	35.328	351	177	12	1046	84	48	378	4.96e-55	176.0
k141_2970620	4RecName:	34.473	351	180	13	1046	84	48	378	1.1999999999999999e-52	170.0
k141_2970620	10xylanase	31.004	229	119	12	797	171	652	861	1.65e-10	52.0
k141_7133313	9xylanase	47.115	104	55	0	354	43	145	248	6.4299999999999995e-34	111.0
k141_7133313	11xylanase	50.962	104	50	1	363	55	491	594	7.9e-33	110.0
k141_7133313	4RecName:	41.346	104	58	3	354	49	196	298	8.07e-22	79.3
k141_7133313	6xylanase	40.385	104	59	3	354	49	196	298	1.4200000000000002e-21	78.6
k141_7133313	1xylanase	38.835	103	62	1	354	49	200	302	3.04e-21	77.8
k141_7133313	3xylanase	37.864	103	63	1	354	49	200	302	5.87e-19	71.2
k141_7133313	5xylanase	39.091	110	63	3	372	52	153	261	3.54e-18	68.9
k141_4253352	9xylanase	41.896	327	176	4	331	1293	7	325	1.89e-90	268.0
k141_4253352	11xylanase	41.246	337	176	6	313	1293	348	672	2.0999999999999997e-82	258.0
k141_4253352	4RecName:	39.329	328	172	7	310	1245	40	356	1.49e-71	222.0
k141_4253352	6xylanase	37.654	324	183	4	310	1245	40	356	1.09e-70	220.0
k141_4253352	1xylanase	35.537	363	190	7	316	1293	47	402	1.31e-63	201.0
k141_4253352	3xylanase	35.143	350	194	8	316	1293	47	387	8.61e-62	196.0
k141_4253352	5xylanase	32.343	303	175	10	421	1308	55	334	3.87e-45	152.0
k141_3933198	11xylanase	45.868	242	107	7	167	868	453	678	1.32e-57	194.0
k141_3933198	9xylanase	37.975	237	129	4	161	853	102	326	4.279999999999999e-52	171.0
k141_3933198	3xylanase	35.458	251	139	6	146	865	154	392	1.39e-36	130.0
k141_3933198	1xylanase	35.338	266	130	7	158	865	154	407	6.27e-36	128.0
k141_3933198	6xylanase	33.333	264	134	5	167	871	157	407	1.17e-33	122.0
k141_3933198	4RecName:	32.197	264	137	5	167	871	157	407	1.7200000000000002e-31	115.0
k141_3933205	11xylanase	50.0	66	27	1	167	364	453	512	2.78e-17	66.6
k141_3933205	9xylanase	40.299	67	34	1	164	364	103	163	3.36e-15	60.5
k141_3933205	3xylanase	38.889	72	36	1	146	361	154	217	4.17e-13	54.3
k141_3933205	1xylanase	40.278	72	31	2	158	361	154	217	1.4e-12	53.1
k141_6812521	9xylanase	47.393	211	105	2	6783	7415	7	211	8.31e-62	206.0
k141_6812521	11xylanase	42.453	212	116	2	6783	7415	354	560	6.39e-51	183.0
k141_6812521	4RecName:	41.892	222	111	3	6786	7415	48	263	5.74e-50	174.0
k141_6812521	1xylanase	41.256	223	112	4	6783	7415	52	267	6.38e-48	167.0
k141_6812521	3xylanase	40.541	222	113	4	6786	7415	53	267	2.21e-47	166.0
k141_6812521	6xylanase	40.09	222	115	3	6786	7415	48	263	7.760000000000001e-47	164.0
k141_6812521	5xylanase	35.814	215	117	7	6789	7415	27	226	3.82e-31	118.0
k141_8739233	9xylanase	40.351	342	178	5	1527	523	7	329	1.27e-83	256.0
k141_8739233	11xylanase	39.835	364	191	7	1527	451	354	694	4.25e-75	244.0
k141_8739233	4RecName:	37.963	324	171	5	1524	589	48	353	5.949999999999999e-67	214.0
k141_8739233	6xylanase	36.728	324	175	5	1524	589	48	353	2.19e-66	213.0
k141_8739233	3xylanase	35.376	359	190	9	1524	517	53	392	1.07e-63	206.0
k141_8739233	1xylanase	35.372	376	186	9	1530	517	51	407	1.84e-62	202.0
k141_2015229	7xylanase	45.985	137	68	4	410	3	49	180	1.19e-38	129.0
k141_2015229	2xylanase	42.857	133	62	4	398	3	46	165	4.7199999999999996e-30	102.0
k141_2015229	8xylanase	39.844	128	66	3	398	15	45	161	8.37e-25	91.3
k141_2015280	11xylanase	45.283	53	26	1	176	18	415	464	1.24e-13	53.9
k141_2015286	3xylanase	36.232	138	70	5	401	12	109	236	6.2499999999999996e-24	85.9
k141_2015286	1xylanase	36.232	138	70	5	401	12	109	236	1.5899999999999998e-23	85.1
k141_2015286	9xylanase	35.938	128	68	7	389	9	67	181	7.620000000000001e-21	77.0
k141_2015286	4RecName:	37.778	135	62	7	386	12	110	232	7.27e-20	74.7
k141_2015286	11xylanase	35.938	128	68	7	392	12	415	529	1.24e-19	74.3
k141_2015286	6xylanase	32.593	135	69	6	386	12	110	232	8.39e-17	65.9
k141_9057546	7xylanase	55.515	272	90	2	2	817	137	377	1.92e-96	280.0
k141_9057546	2xylanase	55.556	99	42	2	2	295	122	219	1.58e-34	115.0
k141_9057546	8xylanase	53.0	100	45	2	2	295	120	219	3.2700000000000004e-31	110.0
k141_8097493	5xylanase	51.852	54	20	1	1	162	110	157	1.38e-14	56.6
k141_4892532	1xylanase	35.35	314	156	9	677	1528	61	357	3.81e-53	177.0
k141_4892532	3xylanase	33.238	349	177	11	677	1606	61	392	1.4899999999999999e-52	176.0
k141_4892532	4RecName:	34.076	314	160	8	677	1528	56	352	3.25e-51	172.0
k141_4892532	6xylanase	32.484	314	165	8	677	1528	56	352	5.45e-49	166.0
k141_4892532	11xylanase	35.099	302	162	10	677	1528	363	648	2.25e-48	170.0
k141_4892532	9xylanase	31.935	310	175	10	653	1528	8	299	7.49e-46	155.0
k141_4892532	5xylanase	32.441	299	171	13	743	1606	56	334	2.78e-30	113.0
k141_4892532	7xylanase	52.83	53	24	1	5	163	188	239	1.14e-11	56.2
k141_7457106	9xylanase	30.319	188	105	8	3	509	151	331	9.45e-16	63.9
k141_7457106	6xylanase	30.625	160	92	7	3	443	202	355	5.33e-12	53.1
k141_7457106	1xylanase	30.128	156	95	6	3	437	206	358	5.86e-12	53.1
k141_7457106	3xylanase	30.189	159	91	7	3	437	206	358	1.4e-11	52.0
k141_9381989	7xylanase	42.667	75	42	1	224	3	32	106	6.5e-14	64.3
k141_8416635	11xylanase	35.294	85	53	2	429	175	362	444	5.87e-12	52.0
k141_7134312	9xylanase	47.541	61	32	0	314	132	265	325	5.5e-18	67.8
k141_7134312	11xylanase	45.161	62	32	1	305	120	617	676	3.36e-13	54.3
k141_4578276	9xylanase	49.495	99	48	1	406	702	39	135	2.99e-29	102.0
k141_4578276	11xylanase	40.157	127	73	2	325	702	360	484	6.43e-26	95.5
k141_4578276	4RecName:	37.956	137	73	5	325	702	53	188	4.84e-25	92.0
k141_4578276	6xylanase	35.507	138	75	3	325	702	53	188	1.06e-24	91.3
k141_4578276	1xylanase	37.778	135	75	3	325	702	58	192	5.13e-24	89.4
k141_4578276	5xylanase	39.216	102	56	1	394	699	55	150	1.93e-23	87.4
k141_4578276	3xylanase	41.818	110	55	2	400	702	83	192	4.6599999999999993e-23	86.7
k141_6813460	9xylanase	45.022	231	118	3	696	4	6	227	6.85e-69	209.0
k141_6813460	11xylanase	44.583	240	126	1	723	4	344	576	4.02e-65	208.0
k141_6813460	4RecName:	43.089	246	117	5	699	1	45	280	2.97e-62	194.0
k141_6813460	6xylanase	41.036	251	125	5	717	4	39	279	1.47e-59	187.0
k141_6813460	1xylanase	41.975	243	119	5	693	1	52	284	3.93e-55	176.0
k141_6813460	3xylanase	40.851	235	117	5	690	22	53	277	4.8499999999999997e-54	172.0
k141_6813460	5xylanase	35.185	216	122	7	687	49	27	227	1.93e-32	115.0
k141_3934167	9xylanase	39.485	233	116	5	941	264	115	329	1.11e-52	167.0
k141_3934167	11xylanase	41.277	235	114	6	941	252	464	679	7.519999999999999e-48	160.0
k141_3934167	6xylanase	39.512	205	104	4	941	330	168	353	3.6999999999999995e-42	141.0
k141_3934167	4RecName:	39.512	205	104	4	941	330	168	353	3e-39	133.0
k141_3934167	3xylanase	34.31	239	128	5	941	258	172	392	3.6700000000000002e-37	127.0
k141_3934167	1xylanase	33.858	254	124	5	941	258	172	407	4.68e-36	124.0
k141_8098396	9xylanase	34.211	266	148	9	778	14	54	303	5.36e-41	134.0
k141_8098396	3xylanase	34.657	277	150	8	778	5	100	364	1.2799999999999998e-40	135.0
k141_8098396	1xylanase	33.212	274	158	6	778	5	100	364	4.57e-39	131.0
k141_8098396	11xylanase	33.716	261	152	8	760	2	409	656	3.3499999999999997e-38	132.0
k141_8098396	4RecName:	32.593	270	152	8	778	23	96	353	7.23e-36	122.0
k141_8098396	6xylanase	31.461	267	159	6	778	23	96	353	7.38e-36	122.0
k141_2652383	9xylanase	40.118	339	178	7	12111	11104	7	323	4.59e-76	248.0
k141_2652383	6xylanase	35.657	373	196	7	12207	11167	1	355	4.0800000000000004e-66	222.0
k141_2652383	11xylanase	38.835	309	164	6	12018	11104	383	670	9.630000000000001e-65	226.0
k141_2652383	1xylanase	38.253	332	172	8	12132	11170	50	359	7.74e-63	212.0
k141_2652383	3xylanase	35.652	345	180	7	12078	11104	63	385	2.15e-62	210.0
k141_2652383	4RecName:	37.975	316	166	6	12078	11167	58	355	3.81e-62	210.0
k141_2652383	5xylanase	32.0	300	167	7	11985	11095	65	330	2.95e-38	140.0
k141_5217734	1xylanase	32.626	377	180	13	35	1006	52	407	1.33e-55	178.0
k141_5217734	3xylanase	30.939	362	191	12	35	1006	52	392	7.779999999999999e-55	176.0
k141_5217734	11xylanase	35.447	347	178	14	35	1006	354	677	3.6299999999999996e-54	179.0
k141_5217734	9xylanase	30.595	353	199	12	20	1009	2	331	1.0999999999999999e-52	168.0
k141_5217734	4RecName:	33.705	359	185	13	38	1021	48	384	1.25e-51	167.0
k141_5217734	6xylanase	30.4	375	192	12	38	1006	48	405	1.1999999999999999e-46	154.0
k141_2335788	7xylanase	64.655	116	41	0	1224	877	259	374	4.3899999999999997e-48	166.0
k141_2335788	11xylanase	34.524	252	107	10	741	19	366	570	5.79e-33	126.0
k141_2335788	4RecName:	32.283	254	116	9	741	25	59	271	3.52e-30	114.0
k141_2335788	1xylanase	30.469	256	121	10	741	19	64	277	7.52e-26	101.0
k141_9383033	4RecName:	30.645	186	95	6	535	1092	146	297	1.14e-19	80.1
k141_6179537	9xylanase	34.545	275	158	7	1100	276	74	326	7.85e-53	169.0
k141_6179537	3xylanase	32.026	306	161	11	1136	276	111	388	1.17e-42	144.0
k141_6179537	1xylanase	31.642	335	176	12	1163	264	91	407	1.71e-41	141.0
k141_6179537	11xylanase	35.154	293	152	13	1121	264	416	677	3.53e-40	141.0
k141_6179537	4RecName:	33.803	284	151	10	1163	372	87	353	6.1900000000000005e-37	129.0
k141_6179537	5xylanase	30.07	286	150	12	1088	249	98	339	1.6100000000000002e-27	102.0
k141_3615497	9xylanase	56.522	69	30	0	4	210	145	213	6.85e-29	95.5
k141_3615497	11xylanase	60.87	69	27	0	1	207	493	561	5.19e-28	94.7
k141_3615497	5xylanase	45.714	70	37	1	1	207	158	227	1.35e-16	62.0
k141_3615497	3xylanase	44.928	69	37	1	4	207	200	268	7.21e-16	60.1
k141_3615497	1xylanase	43.478	69	38	1	4	207	200	268	1.89e-15	58.9
k141_3615497	6xylanase	42.857	70	37	3	4	207	196	264	3.75e-14	55.1
k141_3615497	4RecName:	44.286	70	36	3	4	207	196	264	6.23e-14	54.7
k141_3934590	9xylanase	43.769	329	169	5	38257	37289	7	325	2.12e-86	279.0
k141_3934590	11xylanase	40.336	357	186	9	38257	37205	354	689	9.300000000000001e-73	252.0
k141_3934590	4RecName:	38.05	318	176	4	38254	37337	48	356	8.749999999999999e-62	211.0
k141_3934590	6xylanase	37.107	318	179	4	38254	37337	48	356	3.5799999999999996e-60	206.0
k141_3934590	3xylanase	34.682	346	191	7	38254	37289	53	387	1.6e-58	201.0
k141_3934590	1xylanase	33.516	364	192	7	38254	37280	53	405	3.92e-57	197.0
k141_3934590	5xylanase	32.938	337	182	12	38251	37280	27	332	5.029999999999999e-40	147.0
k141_2652750	7xylanase	40.541	148	83	2	1	432	66	212	2.61e-38	124.0
k141_2652750	2xylanase	36.054	147	81	4	4	432	60	197	1.42e-28	95.5
k141_2652750	8xylanase	33.333	147	82	6	13	432	61	198	1.96e-24	87.0
k141_739152	9xylanase	51.579	95	46	0	2	286	154	248	7.55e-33	108.0
k141_739152	11xylanase	45.652	92	49	1	2	274	503	594	3.22e-25	89.4
k141_739152	1xylanase	39.362	94	56	1	2	280	209	302	1.69e-17	67.4
k141_739152	4RecName:	35.821	134	72	7	2	385	205	330	2.23e-16	63.9
k141_739152	3xylanase	32.824	131	81	3	2	385	209	335	3.24e-16	63.5
k141_739152	6xylanase	36.842	95	57	3	2	280	205	298	2.28e-15	61.2
k141_739152	5xylanase	36.17	94	58	2	2	277	168	261	5.84e-13	54.3
k141_4578935	7xylanase	42.912	261	123	7	11553	12326	3	240	1.1699999999999999e-60	205.0
k141_4578935	2xylanase	37.238	239	121	8	11589	12305	10	219	3.34e-40	140.0
k141_4578935	8xylanase	35.808	229	120	7	11628	12305	15	219	5.38e-34	127.0
k141_2016932	7xylanase	33.051	118	71	5	702	1046	31	143	1.08e-12	58.2
k141_5535849	9xylanase	38.462	169	93	3	317	823	18	175	1.77e-36	123.0
k141_5535849	11xylanase	38.462	156	86	3	356	823	379	524	9.3e-34	119.0
k141_5535849	3xylanase	34.466	206	109	4	254	823	36	231	5.55e-33	115.0
k141_5535849	5xylanase	39.865	148	73	2	380	823	58	189	5.56e-33	115.0
k141_5535849	1xylanase	40.0	180	86	6	317	823	63	231	4.42e-32	112.0
k141_5535849	6xylanase	34.831	178	96	3	314	817	57	224	2.2700000000000002e-29	105.0
k141_5535849	4RecName:	36.047	172	90	4	314	799	57	218	2.22e-28	102.0
k141_89425	9xylanase	34.673	199	107	7	284	880	76	251	4.01e-33	115.0
k141_89425	11xylanase	30.769	286	140	12	8	859	365	594	8.32e-33	117.0
k141_89425	1xylanase	34.5	200	102	6	284	859	122	300	2.9500000000000003e-27	100.0
k141_89425	3xylanase	35.0	200	101	7	284	859	122	300	7.35e-27	99.0
k141_89425	4RecName:	35.233	193	106	7	290	859	120	296	1.06e-25	95.9
k141_89425	6xylanase	33.838	198	102	8	290	859	120	296	3.25e-25	94.4
k141_89425	5xylanase	31.604	212	104	11	290	904	98	275	1.11e-19	78.6
k141_2653183	11xylanase	30.709	127	70	4	2	379	561	670	5.44e-11	52.4
k141_739897	7xylanase	38.265	196	105	6	392	976	53	233	1.43e-39	139.0
k141_739897	2xylanase	30.57	193	112	6	401	976	48	219	4.41e-24	91.3
k141_3935418	11xylanase	30.496	423	200	17	116	1360	350	686	1.99e-44	155.0
k141_2653653	9xylanase	45.064	233	122	2	1565	2263	7	233	3.1099999999999997e-68	219.0
k141_2653653	11xylanase	43.59	234	126	2	1565	2263	354	582	2.1699999999999999e-60	206.0
k141_2653653	4RecName:	38.525	244	132	3	1568	2263	48	285	2.1199999999999998e-52	177.0
k141_2653653	1xylanase	38.367	245	132	4	1565	2263	52	289	9.88e-51	173.0
k141_2653653	6xylanase	36.885	244	136	3	1568	2263	48	285	2.5100000000000002e-49	169.0
k141_2653653	3xylanase	36.475	244	136	4	1568	2263	53	289	3.01e-48	166.0
k141_2653653	5xylanase	35.648	216	118	7	1571	2200	27	227	1.81e-32	120.0
k141_9384071	9xylanase	50.538	93	46	0	2	280	152	244	9.459999999999999e-34	109.0
k141_9384071	11xylanase	48.936	94	47	1	2	280	501	594	4.6800000000000004e-29	99.0
k141_9384071	4RecName:	40.206	97	55	3	2	286	203	298	9.29e-20	72.4
k141_9384071	6xylanase	39.175	97	56	3	2	286	203	298	1.63e-19	71.6
k141_9384071	1xylanase	37.5	96	59	1	2	286	207	302	4.27e-19	70.5
k141_9384071	3xylanase	36.458	96	60	1	2	286	207	302	3.37e-17	65.1
k141_9384071	5xylanase	38.947	95	54	3	8	283	168	261	5.83e-14	55.8
k141_89932	4RecName:	37.719	114	69	1	554	889	17	130	5.2699999999999997e-23	88.2
k141_89932	6xylanase	41.86	86	50	0	632	889	45	130	4.59e-21	82.4
k141_89932	3xylanase	42.529	87	49	1	629	889	49	134	1.27e-19	78.2
k141_89932	1xylanase	43.678	87	48	1	629	889	49	134	1.76e-19	77.8
k141_89932	11xylanase	36.364	88	56	0	635	898	353	440	2e-16	69.3
k141_89932	9xylanase	38.462	91	54	1	626	898	3	91	3.5e-16	67.8
k141_89953	9xylanase	30.833	120	61	4	2	295	212	331	7e-14	58.5
k141_740240	9xylanase	36.364	77	42	2	41	250	253	329	1.22e-11	53.9
k141_740240	11xylanase	44.286	70	35	2	71	268	612	681	1.62e-11	54.3
k141_5858688	3xylanase	31.989	372	191	11	66	1097	53	390	1.94e-46	154.0
k141_5858688	1xylanase	34.513	339	160	11	66	998	53	357	3.85e-46	153.0
k141_5858688	4RecName:	33.724	341	166	10	66	1007	48	355	1.7700000000000002e-43	146.0
k141_5858688	9xylanase	30.579	363	199	12	63	1106	7	331	5.0999999999999994e-42	140.0
k141_5858688	6xylanase	32.249	338	175	11	66	1007	48	355	7.36e-39	134.0
k141_417097	11xylanase	36.145	166	84	5	500	12	321	467	6.53e-29	103.0
k141_417097	9xylanase	35.878	131	65	4	404	12	7	118	1.79e-20	78.2
k141_417097	1xylanase	32.639	144	74	4	413	6	49	177	1.09e-19	76.3
k141_417097	3xylanase	31.944	144	75	4	413	6	49	177	6.03e-19	74.3
k141_417097	4RecName:	30.496	141	76	3	404	6	47	173	7.4e-17	68.2
k141_90248	9xylanase	33.333	345	189	9	1225	245	5	326	1.8000000000000001e-56	187.0
k141_90248	3xylanase	31.044	364	199	10	1228	233	49	392	6.95e-51	173.0
k141_90248	4RecName:	30.564	337	193	10	1222	275	46	362	2.21e-44	155.0
k141_90248	5xylanase	31.176	340	191	15	1201	221	29	338	6.88e-32	118.0
k141_5537034	9xylanase	37.627	295	151	4	863	3	30	299	1.45e-72	217.0
k141_5537034	11xylanase	42.657	286	145	7	857	3	381	648	8.01e-70	219.0
k141_5537034	4RecName:	37.919	298	155	5	860	3	73	352	2.14e-66	203.0
k141_5537034	6xylanase	37.037	297	157	5	857	3	74	352	2.96e-66	203.0
k141_5537034	1xylanase	37.793	299	153	7	857	3	78	357	1.13e-61	191.0
